,edit_history_tweet_ids,id,text,lang
39,['1651982189192437764'],1651982189192437764,kdtrey5 nike can we design something that actually fits your feet rather than squeezing your toes into a little v,en
43,['1651982172008464385'],1651982172008464385,"sneakerscouts the nike lebron 20 'the debut' is now available via champssports! |$200| ad kingjames nike 

&gt;&gt;&gt;  ",en
44,['1651982164953554945'],1651982164953554945,"kdtrey5 nike air kd is coming, lol",en
46,['1651982151699640321'],1651982151699640321,kdtrey5 nike bring back the kd 6,en
47,['1651982130241478657'],1651982130241478657,nikestore nikesupport nike please rerelease the air max 2013,en
48,['1651982109249253382'],1651982109249253382,lakersbetta kdtrey5 nike says kd signs a lifetime deal with the shoe brand nike,en
51,['1651982084406398977'],1651982084406398977,kicksfinder canary__yelloww you guys needa hook it up for ya boi nike canceled my order on my snkrs w for the offwhite brooklyns for no good reason cuz they fulfilled orders of known resellers and botters but nikestore don’t care as long as they get their bag. was my 1st time winning 2 ,en
52,['1651982058640617473'],1651982058640617473,kdtrey5 nike congratulations kdtrey5 life time deal a big,en
53,['1651982055222149120'],1651982055222149120,kdtrey5 nike we’ll do us all a favor and retro the 4’s you just talking,en
55,['1651982040714326016'],1651982040714326016,kdtrey5 nike should’ve stayed in brooklyn loser 🤡,en
59,['1651982015351209986'],1651982015351209986,"spursofficial getir_uk give us our tottenham back !
22 years of absolute failure 
enough is enough 
levyout 
enicout
spursofficial
nike cinchuk hp getir_uk hsbc_uk ineos kumhotyreuk cocacola libertex_europe ",en
61,['1651982011912040448'],1651982011912040448,kdtrey5 nike it’s not a true honor that y’all beat the clippers though shit was fake kd let’s be real,en
64,['1651982004072902656'],1651982004072902656,zackgoering nikestore nike really fire shots 🔥 perfect pair for the day! this is how we do it!,en
66,['1651982000411033605'],1651982000411033605,kdtrey5 nike congratulations!,en
67,['1651981999815499776'],1651981999815499776,kdtrey5 nike sadly hélà can't relate,en
68,['1651981990936051716'],1651981990936051716,kdtrey5 nike congratulations hun!!!💎💜💜💎,en
72,['1651981971713581056'],1651981971713581056,kdtrey5 nike congratulations kinh,en
77,['1651981948611354629'],1651981948611354629,kdtrey5 nike u a 2nd round exit bud,en
78,['1651981941871202304'],1651981941871202304,kdtrey5 nike l nike for keeping this cupcake,en
81,['1651981920857628677'],1651981920857628677,kdtrey5 nike you the goat kevin,en
84,['1651981916600410120'],1651981916600410120,kdtrey5 nike super bag secured,en
86,['1651981908643831809'],1651981908643831809,kdtrey5 nike anyone read this essay that can summarize it for me?,en
90,['1651981851144118277'],1651981851144118277,a true honor to be in the game for life with nike ,en
92,['1651981761641889793'],1651981761641889793,"nike lacrosse this ceo went 14 games, picked up 162 gbs and was part of 255 faceoff wins! add in the one game a different ceo was used for a total of 178 gbs and 276 wins.  impressive year by our fogo 2 kyle gasior faceofffactory naialaxtea naialaxinsider naialaxinsider ",en
93,['1651981755040296963'],1651981755040296963,rt jamaalaldin_tv: nba leader: 26.1 ppg gilbert arenas calls darvin ham stupid for benching 227's youtube chili' anthony chili' davis 227'…,en
94,['1651981747436011520'],1651981747436011520,rt jamaalaldin_tv: nba leader: 26.1 ppg 7'0 227's youtube chili' anthony chili' davis 227's™ youtube chili' stats leader: anthony chili' d…,en
95,['1651981731212279811'],1651981731212279811,"fun trip 😏

nike niketn tn gayboy youngboy sneaker socks cum twink proll sportswear nikefetish sneakerheads haifischnikez onlyfans ",en
97,['1651981670369865729'],1651981670369865729,nba leader: 26.1 ppg gilbert arenas calls darvin ham stupid for benching 227's youtube chili' anthony chili' davis 227's™ youtube chili' stats leader: anthony chili' davis 26.1 ppg 12.5 rpg 2.6 apg lakeshow nba nike'spicy' nba…  ,en
98,['1651981662031601664'],1651981662031601664,nba leader: 26.1 ppg 7'0 227's youtube chili' anthony chili' davis 227's™ youtube chili' stats leader: anthony chili' davis 26.1 ppg 12.5 rpg 2.6 apg lakeshow nba nike'spicy' nba mix!  lakeshow spicy'…  ,en
0,['1651981587288932352'],1651981587288932352,"one of the top priority for brands? growing a community of ambassadors 💯

here's some of the benefits for growing a community ⚙
️
1️⃣ increase brand awareness 💫
2️⃣ boost brand loyalty 🚀
3️⃣ make more sales 🧾
4️⃣ reinforce core values, such as nike with inclusivity ✅ ",en
2,['1651981478958440448'],1651981478958440448,rt somemphispodca1: we’re back with our biggest interview yet with memphis legend iam1cent  link to youtube video in bio. podcast is al…,en
4,['1651981406757691394'],1651981406757691394,thesolerestocks nothing see y’all next year nike,en
5,['1651981365888577536'],1651981365888577536,"done trying for nike nikestore nikepandadunks i could’nt have done it any more perfectly the past 3 times &amp; “l”. 😂 it’s time to move on, glad i got my custom dunks in process! ",en
6,['1651981262284791810'],1651981262284791810,"nike sb zoom blazer mid qs 2 supreme denim 12 dx8421-400 air 1 force max dunk id | ebay
us $139.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
9,['1651980887636967426'],1651980887636967426,"spursofficial give us our tottenham back !
22 years of absolute failure 
enough is enough 
levyout 
enicout
spursofficial
nike cinchuk hp getir_uk hsbc_uk ineos kumhotyreuk cocacola libertex_europe ",en
10,['1651980851117170691'],1651980851117170691,"clearyscary kith nike ronniefieg nikestore tiona_deniece willstowehos lol i’m sure you’re just being hard on yourself fam. if these pre-teens in the burbs can rock em, i know they’ll be great on you too",en
11,['1651980811153833985'],1651980811153833985,funny how i always select notify me for the pandadunks and i never get the reminder. oh but they damn sure remind me of the other crap 🤬🤬🤬 nike not cool!!!,en
12,['1651980797325328385'],1651980797325328385,"shop! seattle mariners brand new mlb city connect jerseys, caps, t-shirts, hoodies, socks and more are available right now courtesy our affiliate link: 

as always, i thank you for your continued support! seausrise cityconnect mariners nike mlb ",en
16,['1651980624750600195'],1651980624750600195,"we’re back with our biggest interview yet with memphis legend iam1cent  link to youtube video in bio. podcast is also on applepodcasts &amp; spotify tap in 🎯 somemphis memphistigers nba music nike pennyhardaway foamposite 

***we do own the rights to the music*** ",en
17,['1651980522891927552'],1651980522891927552,"nowavailable the nike 'pine green' af1 mid x off____white - $205, exclusively in-store. 
 
wish &amp; arch__itecture c/o virgil abloh have teamed up for an in-store giveaway of free limited-edition zines &amp; free pairs of the off-white af1 'pine green' designed by virgil abloh. ",en
18,['1651980436417937409'],1651980436417937409,cnation87 nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu 💙💙💙,en
20,['1651980207887200258'],1651980207887200258,"emek stoned wars series iv red foil variant handbills /40 screen print mini | ebay
us $169.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
21,['1651980130225356801'],1651980130225356801,"just a little pickleball, mid consensus2023

thank you for the invite nike // dotswoosh ✔️ ",en
23,['1651980040236834816'],1651980040236834816,ekillamain nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu they were back in 2016…i’m just now getting them 🥴,en
24,['1651979967700389888'],1651979967700389888,n8frost nike nikestore jumpman23 appreciate it!! 😊🙏,en
25,['1651979890223349760'],1651979890223349760,askyomomma1 nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu appreciate you my bro!,en
27,['1651979836405972992'],1651979836405972992,nike that unaccounted asterisk is gonna haunt me.,en
29,['1651979739458830336'],1651979739458830336,rt hypebeast: check out these intermilan x nike air max 97s 🔥 ,en
30,['1651979721226301441'],1651979721226301441,"rt xxcvchikxx: kotd

air jordan 1- ""hand crafted""🤎💜🧡💚

good morning snkr family! figure i take some nice pics before this rainy weekend 🌞…",en
31,['1651979632869089290'],1651979632869089290,cnation87 nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu 💙,en
32,['1651979627861008387'],1651979627861008387,melindapollock7 nike nikestore snkr_twitr sneakerscouts sneakeradmirals there dope close to grabbing these now,en
33,['1651979587251830784'],1651979587251830784,check out these intermilan x nike air max 97s 🔥 ,en
35,['1651979514929373185'],1651979514929373185,nike cleguardians fortheland ,en
36,['1651979506586984448'],1651979506586984448,"for the life of me, i dont understand why nike and trvisxx only made 100,000 shoes available to purchase, knowing that at least 500,000 people would be trying to purchase them. its like they want resellers to win in this sneaker game 🤦🏽‍♀️ ",en
38,['1651979445329068036'],1651979445329068036,"jordan’s or dunk’s ?! shorts vote  via youtube

shoes kicks sneakers womens fashion style trend music audio choose pick vote opinion nike dunk low jordan pink forsale buy sell trade vv ",en
39,['1651979428447109120'],1651979428447109120,rt whirly90: hardly ever see any of these pairs around the jordan 1 bhm nike jordans aj1 jordan1 jumpman bhm onfeet sneakeraddict…,en
40,['1651979411619471361'],1651979411619471361,"top sneaker preorders -  

sneaker research adidas yeezy nmd ultraboost kicks sneakerheads sneakeraddict nike goat snkrs ",en
41,['1651979289368358912'],1651979289368358912,"mr_laceswap n8frost nike nikestore jumpman23 🙏 thanks bro! i’m always anxious right up until i’m doing it haha, don’t have too many presentations with 25+ attendees.",en
42,['1651979288122474497'],1651979288122474497,kayas_kicks kith nike ronniefieg nikestore tiona_deniece willstowehos there great i can’t wear af1 i look like a clown lol,en
44,['1651979189468164096'],1651979189468164096,cnation87 nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu my man takes some 🔥🔥 ass pics!!,en
45,['1651979185286688768'],1651979185286688768,"rt april1stism: 4/ rtfkt 👉🏻a pioneer in the nft and digital fashion space, has joined forces with nike and legendary artist takashimu…",en
46,['1651979151446794242'],1651979151446794242,"the north face steep tech apogee ski vest l kaws supreme parka tnf jacket rare | ebay
us $129.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
47,['1651979103896207361'],1651979103896207361,"nike not every shoe release should require raffles, draws and what have you! y’all petty for adding air max 1’s to that process. pure foolery🤬",en
48,['1651978842276503554'],1651978842276503554,hyphen18 who ever signed off on the pants from mariners and nike should be fired immediately.,en
50,['1651978734981771268'],1651978734981771268,kayas_kicks nike nikestore jumpman23 very clean pic!,en
51,['1651978599098900481'],1651978599098900481,"samsung cell phone deal! samsung galaxy a02s sm-a025v 32gb android smartphone verizon locked - black - (renewed)
now: $62.00
was: $72.00
click for deal link!


thenorthface nike adidas ",en
54,['1651978414872748033'],1651978414872748033,robertebuhmann carlypreilly zeneca gavinpurcell madladsnft yugalabs coinbase nike adidas puma thank you for listening / watching!,en
55,['1651978367275790337'],1651978367275790337,n8frost nike nikestore jumpman23 great shots nate,en
56,['1651978358471770113'],1651978358471770113,"msi ge66 raider 15.6"" uhd 4k anti-glare thin bezel display. intel core i9-11980hk. nvidia geforce rt
now: $3339.94
was: $3499.00
click for deal link!


thenorthface nike adidas hypebeast ",en
60,['1651978126652497920'],1651978126652497920,"connorgrossman3 n8frost nike nikestore jumpman23 best of luck on both fam! you got this in tha bag, nerves will settle for your presentation and the promotion will seal tha deal 🫡",en
61,['1651978119018950656'],1651978119018950656,overpricedjpegs carlypreilly zeneca gavinpurcell madladsnft yugalabs coinbase nike adidas puma it was an amazing show. thank you again for the content.,en
62,['1651978102925303808'],1651978102925303808,"nightmare alley daniel danger 36x18 screen print movie art poster mondo rare! | ebay
us $129.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
63,['1651978086949466112'],1651978086949466112,cnation87 nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu when those release??,en
65,['1651978065738874880'],1651978065738874880,colts_iron_man nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu yeah i feel that bro…they shot up so high,en
67,['1651978017605029888'],1651978017605029888,rt stealth783: kotd penny teamtmcii yoursneakersaredope airups wdywt tgif pennyhardaway nike goat kixnkarbs atmoscollectorsclu…,en
68,['1651978010331840513'],1651978010331840513,lilwil612 nike jumpman23 final boss defeated!!! congrats bro enjoy em!,en
69,['1651977732517945345'],1651977732517945345,starshipdock thekatskid1 ali3nkat quantumfekt tearsintherain1 nachodelaheysus jewel_gardener siderico michaeldoge420 iamcelinemarie dogeaccept pryzmrulezz memesus77 khanshamtay musicphantom69 kym_head andremillaire lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex love this. 👀🎶🎶,en
72,['1651977450279018498'],1651977450279018498,rt infosandshop: zapatillas nike sb blzr court amarillo - sneakers solo 49.90€ ,en
74,['1651977397493960704'],1651977397493960704,rt infosandshop: nike sb blazer court pinkpor 49.90€ ,en
75,['1651977365214429185'],1651977365214429185,thereal_jmillz_ kith nike ronniefieg nikestore tiona_deniece willstowehos appreciate that fam. thank you!! 😊,en
76,['1651977363209551874'],1651977363209551874,rt fargo1ife: nike sb dunk low goes shaggy in “mystic red” colorway for a unique look nike nikesb snkrs fsnkrs …,en
78,['1651977351297630208'],1651977351297630208,"npr this guy is a thief i helped jordan not go to addias
watch ""nike air revolution sneaker designed by tinker or stolen?"" on youtube

/wiki/tinker_hatfield
nike jordan sneakers shoes airrevolution airmax sportsnews  shoecreator lebronjames ",en
79,['1651977334793154560'],1651977334793154560,"th0r0n drloupis nikestore 🤣🤣 i actually would be way more in favor of this. a dude, acting like a dude, wearing a sports bra rather than someone mocking women. nike give a real man a deal!",en
80,['1651977331479818240'],1651977331479818240,"rt rulahfah: nike kwondo 1 g dragon peaceminusone white/black (panda)
dh2482
white/black-black
size
us 11 uk 10 (45)
bnib
local pair
authe…",en
81,['1651977315067330561'],1651977315067330561,nike nikebasketball what happened to the nike lebron vote back champion? are we still going to see a release of the gold lebron 10’s?,en
84,['1651977278396715009'],1651977278396715009,i particularly don't care for pandas...but keep them coming nike can't wait for resellers to default on these shoes lmao. ,en
85,['1651977202882457600'],1651977202882457600,mr_laceswap n8frost nike nikestore jumpman23 have a big presentation at work in front of too many people lol and then an interview for a promotion after that,en
86,['1651977123484008448'],1651977123484008448,"sneakerscouts the nike women's air max 90 futura 'fuchsia dream' is now available via finishline for $145! (use code winishwine - retail $160) ad nike 

&gt;&gt;&gt;  ",en
87,['1651977091884240901'],1651977091884240901,best nike city connect uniform yet ⬇️ ,en
88,['1651977049962172416'],1651977049962172416,"emek grateful dead red foil variant /175 screen print art poster bng 18x24 gan | ebay
us $169.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
89,['1651976989165625348'],1651976989165625348,"shit nike was takin too long, started gettin worried but these puppies just delivered! 😤 😏aj1sretros jumpman23 chicagolostandfound snkrs gotem kotd sneakersaddict kicks ",en
91,['1651976675738124292'],1651976675738124292,starshipdock michaeldoge420 thekatskid1 quantumfekt tearsintherain1 nachodelaheysus jewel_gardener siderico iamcelinemarie dogeaccept pryzmrulezz memesus77 khanshamtay musicphantom69 kym_head andremillaire lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex it was very sweet of you to share that with me 💖,en
92,['1651976528283017217'],1651976528283017217,connorgrossman3 n8frost nike nikestore jumpman23 what’s the occasion fam?,en
93,['1651976433823264771'],1651976433823264771,"rt akili_smith: a perfect fit… nice job coach coach_meat 
nike 🌹 ",en
94,['1651976393733951494'],1651976393733951494,kayas_kicks kith nike ronniefieg nikestore tiona_deniece willstowehos have a great day fam! great to see you back on the tl 🫶🏾,en
95,['1651976302151467008'],1651976302151467008,"michaeldoge420 thekatskid1 ali3nkat quantumfekt tearsintherain1 nachodelaheysus jewel_gardener siderico iamcelinemarie dogeaccept pryzmrulezz memesus77 khanshamtay musicphantom69 kym_head andremillaire lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex disco diffusion v5.2 turbo 👍
...or ...
does  similar work
👇👇👇
vqgan + clip ( vector quantised generative adversarial network and contrastive language image pre-training )",en
97,['1651976160622829570'],1651976160622829570,"_cheyannie12 mlb nike actually, mariners do a far better job than most of the others. 

worst though are the *red* sox. i don't know. something seems...missing. ",en
99,['1651976001394540544'],1651976001394540544,"emek peacock queens of the stone age mini screen print signed handbill 8x10 500 | ebay
us $139.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
